sentence,sentiment
[TGT] Q4 net marginally up at Rs 82.80 crore,positive
"Deal with Adidas will benefit [TGT]: Phani Shekhar, Angel Broking",positive
"Deal with [TGT] will benefit Lovable: Phani Shekhar, Angel Broking",neutral
"Deal with Adidas will benefit Lovable: Phani Shekhar, [TGT]",neutral
[TGT] sells Kenyan foray for $23 mn; stock up,positive
"Demand recovery on anvil, to drive capital expenditure takeoff, [TGT]",positive
[TGT] surges 5% as board approves raising of funds,positive
[TGT] surges to upper limit on Kotak takeover report,positive
Dhanlaxmi Bank surges to upper limit on [TGT] takeover report,neutral
[TGT] is a very good stock: Networth Stock Broking,positive
Dish TV is a very good stock: [TGT],neutral
[TGT] shares soar over 13% on robust Q1 results,positive
Dozen of [TGT] hit 52-week highs on improving outlook,positive
Early Diwali on Dalal Street? [TGT] rallies over 400 points,positive
ECB stimulus flows may help [TGT] to build forex reserves,neutral
[TGT] shares surge as subsidiary gets FIPB nod,positive
[TGT] is a good bet in broking stocks: Nitin Raheja,positive
[TGT] extends gain; stock up 10% on debt restructuring plans,positive
Egypt unrest may fuel rally in [TGT] & gas stocks,positive
Egypt unrest may fuel rally in oil & [TGT] stocks,positive
Emkay maintains 'buy' on [TGT] post service tax order,positive
[TGT] maintains 'buy' on IRB Infrastructure post service tax order,neutral
"EPFO subscribes to [TGT]s entire Rs 2,000 crore bond issue",positive
"[TGT] subscribes to SBIs entire Rs 2,000 crore bond issue",neutral
[TGT] is planning to delist its Indian subsidiary? Stock surges,positive
Even a minor price hike can power up [TGT],positive
[TGT]' focus on profitability makes it an attractive stock,positive
[TGT] is a good long term investment stock: Deepak Mohoni,positive
"Exit poll effect: [TGT] scales past 7,150; Sensex scales 24,000",positive
"Exit poll effect: Nifty scales past 7,150; [TGT] scales 24,000",positive
[TGT] rallies over 7% on Rs 900 crore revival plan,positive
Fag-end buying in select bluechips lifts [TGT] by 53 points,positive
[TGT] jumps over 12% after multiple block deals on BSE,positive
FDC jumps over 12% after multiple block deals on [TGT],neutral
FDI row: Leading [TGT] make gains despite govt move,positive
[TGT] spurts over 12% as Rakesh Jhunjhunwala buys stake,positive
Fitch upgrades [TGT] outlook to stable after two years,positive
[TGT] upgrades Tata Steel outlook to stable after two years,neutral
[TGT]' promoters increase stake as row with Bajajs ends,positive
Force Motors' promoters increase stake as row with [TGT] ends,neutral
[TGT] soars 4% post 65% jump in Q2 profits,positive
"[TGT], others surge on BSE revision of circuit limits",positive
"Force Motors, others surge on [TGT] revision of circuit limits",neutral
[TGT] by non-financial companies to hit a high',positive
Forex gains drive [TGT] Q1 net up 49 per cent,positive
"[TGT], Petronet to buy in oil marketing stocks: Pankaj Pandey",positive
"GAIL, [TGT] to buy in oil marketing stocks: Pankaj Pandey",positive
"[TGT]'s prospects look very good: Ashit Suri, JV Capital Services",positive
"GAIL's prospects look very good: Ashit Suri, [TGT]",neutral
[TGT] approves Rs 200 cr rights issue; stock up,positive
[TGT] Q4 net profit zooms 73% to Rs 334.14 crore,positive
[TGT] Q1 net up 8.3 per cent at $50.6 million,positive
[TGT] Q3 net up 20.89% at Rs 96.41 crore,positive
[TGT] PAT seen up 16% at Rs 171 cr,positive
[TGT] shares up as govt approves FDI in airport unit,positive
[TGT] rises from eight-month low on Syria to physical purchases,positive
[TGT] Q4 profit grows 71% to Rs 27.60 crore,positive
Government's decision on FDI positive for [TGT]: Ajay Bodke,positive
[TGT] Q1 net profit moves up to 31.76 cr,positive
[TGT] Q4 PAT up 12% at Rs 38.5 crore,positive
[TGT] value may double to $100 billion in 2015,positive
[TGT] now the most expensive cooking oil in India,positive
[TGT] open offer begins today; stock hits 52-week high,positive
[TGT] prices rise in futures trade propelled by strong markets,positive
"[TGT] is a good buy: Parag Thakkar, HDFC Securities",positive
"Gujarat Pipavav is a good buy: Parag Thakkar, [TGT]",neutral
[TGT] Q1 PAT up 23% at Rs 87 crore,positive
[TGT] Q4 net up 5% at Rs 69.04 crore,positive
[TGT] likely to report 10% growth in Q3 net profit,positive
[TGT] bags one more coal mine in auction; stk gains,positive
[TGT] Q2 profit rises by 31% to Rs 103.27 crore,positive
[TGT] shares zoom over 19% on pact with German firm,positive
Hold [TGT] and other IT stocks:  G Chokkalingam,neutral
Hold HCL Tech and other [TGT]:  G Chokkalingam,neutral
Hopes of government spending post elections fire up [TGT],positive
Hot stock: Espirito Santo sees 85% upside in [TGT],positive
Hot stock: [TGT] sees 85% upside in SKS Microfinance,neutral
[TGT] rallies 7% as Jhunjhunwala buys 15 lakh shares,positive
HT Media rallies 7% as [TGT] buys 15 lakh shares,neutral
[TGT] set to surge as parent announces voluntary open offer,positive
"[TGT] is a buy: Rohit Shinde, Nimbus Wealth Management",positive
"IDBI Bank is a buy: Rohit Shinde, [TGT]",neutral
"[TGT] Q4 net profit beats estimates, jumps 90 per cent",positive
IFC doubles global [TGT] plan on strong investor demand,positive
[TGT] doubles global rupee bond plan on strong investor demand,neutral
IFC increases exposure limit in [TGT] by $50 million,positive
[TGT] increases exposure limit in rupee bonds by $50 million,neutral
[TGT] Q3 loss narrows to Rs 12.37 crore,positive
[TGT] up 13% on Piramal stake buy reports,positive
Ind Swift Laboratories up 13% on [TGT] stake buy reports,neutral
[TGT] Q3 zooms manifold to Rs 97.38 crore,positive
Intraday trades indicate [TGT] likely to bounce back: Mitesh Thacker,positive
"Investors lap up [TGT] again, issue subscribed three times",positive
Iran deal fires [TGT] 388 points: How it benefits India,positive
[TGT] subsidiary ties-up for Rs 831 cr debt;stk up,positive
[TGT] to benefit in the short term: Mitesh Thacker,positive
[TGT] Q1 profit jumps 16.89% to Rs 57.76 cr,positive
[TGT] Q2 net up 10% at Rs 55.50 cr,positive
[TGT] rallies as Q1 net profit jumps over three-fold,positive
[TGT] Q2 profit rises by 22 pc,positive
"[TGT] hit 15 year high, BOJ stays the course",positive
"Japan shares hit 15 year high, [TGT] stays the course",neutral
[TGT] Q4 net grows 7-fold to Rs 96 crore,positive
[TGT] merger with Jaiprakash Associates gets NSE nod,positive
Jaypee Sports International merger with [TGT] gets NSE nod,positive
Jaypee Sports International merger with Jaiprakash Associates gets [TGT] nod,neutral
"[TGT], Reliance Group stocks in focus ahead of UP results",positive
"Jaypee, [TGT] in focus ahead of UP results",positive
[TGT] futures rise 1.70 per cent on pick-up in demand,positive
[TGT] stocks rally about 14% as gold prices fall sharply,positive
[TGT] Q2 net up 54% at Rs 492 crore,positive
[TGT] to be included in Nifty Midcap 50 index,positive
JSW Energy to be included in [TGT] 50 index,neutral
[TGT] jumps as board approves hike in FII limit,positive
[TGT] Q3 net up 19.95% at Rs 26.45 crore,positive
[TGT] Q3 profit up 17.79% to Rs 29.39 cr,positive
[TGT] Q3 net loss narrows at Rs 88 crore,positive
[TGT] at year-high on report of Wilbur Ross investment plan,positive
"[TGT] can be bought: Ashwani Gujral, Market Strategist",positive
Laxmi Shivanand Mankekar buys 6.50 lakh shares of [TGT],positive
[TGT] logs 20 pc rise in June quarter Net,positive
"[TGT] buys 4.66% stake in BHEL for Rs 1,889 crore",positive
"LIC buys 4.66% stake in [TGT] for Rs 1,889 crore",positive
"Like [TGT], despite capex plan overhang: Pankaj Pandey, ICICIdirect.com",positive
"Like Tata Motors, despite capex plan overhang: Pankaj Pandey, [TGT]",neutral
Local cos eye [TGT] listing to gain from India craze,positive
Looking at 15% growth for [TGT] in FY15: Ajay Bodke,positive
M&A buzz drawing interest to the [TGT]: Deven Choksey,positive
[TGT] Q2 net profit rises 8% at Rs 758.49 cr,positive
Macros stealing Modi thunder on D-Street? [TGT] hits life high,positive
"[TGT] Q2 net surges 42% to Rs 1,225 crore",positive
[TGT] rallies 20% in 3 days ahead of buyback proposal,positive
[TGT] Q1 Net up 36% at Rs 26.21 cr,positive
[TGT] posts 53% rise in Q3 rise net profit,positive
Measures by Narendra Modi government that helped [TGT] scale 8300,positive
"[TGT] a safe bet: Avinash Gorakshekar, Anagram Capital Ltd",positive
[TGT] futures up 0.55 per cent on strong demand,positive
[TGT]' foray into coal business to boost future earnings,positive
[TGT] shares gain 60% in a month on restructuring talks,positive
[TGT] Q1 net up 14 pc at Rs 14 cr,positive
"[TGT] makes stellar debut, opens 14 pc higher on BSE",positive
"MFSL makes stellar debut, opens 14 pc higher on [TGT]",neutral
[TGT] would be the outperformers despite steep valuations: Analysts,positive
[TGT] likely to outperform market in coming weeks: Ashwani Gujral,positive
[TGT] Q4 Net up 24.5 percent at Rs 98.2 crore,positive
[TGT]'s Q4 net up 14 pc at Rs 78.9 cr,positive
"Momentum in [TGT] looks upbeat: Anand Tandon, CEO, JRG Securities",positive
"Momentum in markets looks upbeat: Anand Tandon, CEO, [TGT]",neutral
Money finally flowing in to [TGT]: Dipan Mehta,positive
[TGT] Q1 net up 16% at Rs 56.24 crore,positive
"[TGT], Edelweiss good bets in brokerage stocks: Avinnash Gorakssakar",positive
"Motilal Oswal, [TGT] good bets in brokerage stocks: Avinnash Gorakssakar",positive
"[TGT] continues rally post bright Q2 nos, change of directorate",positive
"[TGT] raises Rs 3,768.97 crore through bonds this fiscal: Government",positive
[TGT] Q3 net up 40% at Rs 228.46 cr,positive
[TGT] Q2 net rises 15% to Rs 6 crore,positive
[TGT] Q2 net profit jumps manifold to Rs 179 crore,positive
[TGT] edges to record high to open busy earnings week,positive
[TGT] net profit up by 57 per cent in Q3,positive
"Near-term pain, but outlook positive for [TGT]: Anand Tandon",positive
[TGT] Q4 up 19.53 pc to Rs 31.82 cr,positive
[TGT] shares surge nearly 3% as September quarter net jumps,positive
"[TGT] jumps nearly 5 per cent, copper hits 2-month top",positive
"Nickel jumps nearly 5 per cent, [TGT] hits 2-month top",positive
[TGT] hits lifetime high of 7809.20; top 20 trading ideas,positive
[TGT] likely to touch 7750 on the upside: Mitesh Thacker,positive
"[TGT] rises on Federal Reserve view, industrial data, GPIF news",positive
"[TGT] Q1 Net up nearly 6% at Rs 1,906 crore",positive
"[TGT] Q2 net up 81 pc at Rs 1,518 crore",positive
"Now, [TGT] is worth its weight in gold and more",positive
[TGT]'s Q3 Net soars 90% at Rs 23.38 cr,positive
[TGT] Q3 net up 15 pc to Rs 289.43 cr,positive
[TGT] rates surge to highest in nearly 3-months after CPI,positive
"[TGT]s may cut petrol, diesel price in November; stocks gain",positive
"On day of Bajrangi Bhaijaan release, [TGT] shares rally",positive
[TGT] Q1 Net soars 48 pc to Rs 14.06 cr,positive
"Opportunities abundant in pharma space: Kunj Bansal, [TGT]",neutral
Optimistic on the acquisitions made by [TGT]: Mayuresh Joshi,positive
[TGT] net profit at Rs 138 crore in Q1,positive
"Overall strength in the market is visible: Hemang Jani, [TGT]",neutral
"Overseas bonds a better tool to salvage rupee, says [TGT]",neutral
"Pace of corporate earnings growth strengthens, supports bullish [TGT] sentiment",positive
[TGT] raises Rs 270 cr through QIP to fund projects,positive
[TGT] remains a good long-term bet despite short-term headwinds,positive
Pick of the week: [TGT] a good long-term bet,positive
Pick-up in India demand to pump up [TGT] profits,positive
"[TGT] extends gains to 5th day, palladium near 3-year top",positive
"Platinum extends gains to 5th day, [TGT] near 3-year top",positive
[TGT] hits 2-month high as strikers block South African mines,positive
[TGT] investment rises to Rs 1.84 lakh crore in October,positive
[TGT] extends gains into third day on better housing data,positive
"Prices of [TGT], kharif crops expected to rise 14%",positive
"Prices of agricultural commodities, [TGT] expected to rise 14%",positive
[TGT] rallies over 5% on acquisition reports of DAX,positive
Prime Focus rallies over 5% on acquisition reports of [TGT],neutral
"Promoters have full faith, [TGT] says, warding off rumours",positive
[TGT] Q3 net up 7.31% at Rs 9.68 cr,positive
[TGT]'s holding in Mahindra goes up to 11.4 pc,positive
Prudential Management's holding in [TGT] goes up to 11.4 pc,neutral
Pullback in [TGT] has come to an end: Mitesh Thacker,neutral
"Quality stocks will lead the rally: Vijai Mantri, [TGT]",neutral
[TGT] gather momentum as Suresh Prabhu tables Railway Budget,positive
[TGT] posts a better-than-expected net profit; stock up 4.5%,positive
[TGT] posts 25% growth in FY14 turnover,positive
"Rate-sensitive stocks could do well post elections: Jyotivardhan Jaipuria, [TGT]",neutral
Rate-sensitives trade cautiously ahead of RBI meet; [TGT] surges,positive
Reforms push will hold good for the [TGT]: Dhiraj Sachdev,neutral
Revival of the hydropower sector to bode well for [TGT],positive
Right time to build long positions on [TGT]: Ashwani Gujral,positive
[TGT] Q3 Net up 33.35% at Rs 36.54 crore,positive
"[TGT] recovers by 21 paise, trades at 61.28 against dollar",positive
"Rupee recovers by 21 paise, trades at 61.28 against [TGT]",neutral
[TGT]'s profit soars 44.5% to Rs 33.09 cr,positive
[TGT] Q4 profit marginally up 1.35% at Rs 452.58 crore,positive
[TGT] surges over 15% on acquiring stake in ThreeSixty Logica,positive
Saksoft surges over 15% on acquiring stake in [TGT],neutral
Sebi revokes capital market ban on [TGT] and its founder,positive
Sector-wide consolidation and improving fundamentals will boost [TGT]'s valuation,positive
"See a [TGT] upmove, but not overly long: Sandeep Wagle",neutral
[TGT] can correct max by 5-10%; uptrend remains intact: Analysts,positive
[TGT] makes fresh life high; top 15 stocks in focus,positive
[TGT] debuts at over 3 pc premium on BSE,positive
[TGT] trims early gains; stock ends over 2% up,positive
[TGT] Q4 Net jumps 91.4% to Rs 3.67 crore,positive
[TGT] rallies as Q1 net profit jumps 55%,positive
[TGT] may raise upto Rs 350-cr through QIP route,positive
"Shrinking discounts, volume growth to keep [TGT] on track",positive
"[TGT] posts higher Q2 net, to focus on CASA funds",positive
[TGT] moves up in futures trade on higher global trend,positive
"[TGT], gold jump on festival season demand, Asian market cues",positive
"Silver, [TGT] jump on festival season demand, Asian market cues",positive
[TGT] Q1 net profit up at Rs 2.67 crore,positive
[TGT] Q4 net up 23% to Rs 197.78 crore,positive
Softer [TGT] prices boost expectations of an earnings growth recovery,positive
[TGT] shares hit 3-month high after Q1 profit beats estimates,positive
[TGT] rise; Indonesia rebounds ahead of rate decision,positive
[TGT] up 9.8% on HC nod for debt waiver,positive
Spot demand lifts [TGT] prices by 0.69% at futures trade,positive
[TGT] shares zoom 14% on BNP Paribas stake buying,positive
Srei Infra shares zoom 14% on [TGT] stake buying,neutral
[TGT] shares rise over 5% on fund-raising buzz,positive
[TGT] Q1 profit after tax doubles to Rs 44 crore,positive
State-run iron ore miner [TGT] now in Nifty 50 index,positive
"[TGT] output up 15%, cane arrears cross Rs 12k crore",positive
[TGT] Q1 Net jumps 22.3% to Rs 115.99 crore,positive
[TGT] Q3 net up 38.67% at Rs 75.83 crore,positive
"Surge in [TGT] doesn't bewilder me: Ambareesh Baliga, Market Expert",positive
[TGT] share price surges as company announces 330% dividend,positive
[TGT] Q4 net up over 26% at Rs 32.73 crore,positive
[TGT] Q3 net up at 12.91 crore,positive
[TGT] net profit up 115.8% at Rs 69.99 crore,positive
[TGT] rates spurt as investors link price to term repo,positive
[TGT] may turn positive after 580 levels: Mitesh Thacker,positive
[TGT] surges over 8 per cent on strong Q2 results,positive
"Thin [TGT] rally may run longer, draw new cash",positive
[TGT] close up 2.11%; rides on upbeat China data,positive
[TGT] Q3 shoots over 3-fold to Rs 50.9 crore,positive
[TGT] Q2 up 84% at Rs 24.31 crore,positive
"[TGT] could give a decent upside: Hemang Jani, Sharekhan",positive
"Unity Infra could give a decent upside: Hemang Jani, [TGT]",neutral
"Upside expected in the [TGT], post-budget : KR Choksey Securities",positive
"Upside expected in the market, post-budget : [TGT]",neutral
Uptick in demand lifts [TGT] futures by 1.44 per cent,positive
[TGT] climbs by Rs 500 per quintal on tight supply,positive
US stocks: Strong data stops the bleeding on [TGT],positive
USFDA reports no observations in [TGT] plant; stock surges,positive
[TGT] gains 18 per cent on coal block wins,positive
[TGT] Q4 profit up 81% at Rs 57.58 crore,positive
[TGT] IPO over subscribed 3.87 times on final day,positive
[TGT] get UK approval for cancer drug; stock up,positive
"View on [TGT] remains bullish: Shardul Kulkarni, Angel Broking",positive
"View on Reliance Industries remains bullish: Shardul Kulkarni, [TGT]",neutral
[TGT] Q1 Net up 16.52% at Rs 26.8 crore,positive
Watch out for [TGT] in the IT space: Dipan Mehta,positive
Wealthy investors lap up [TGT]'s Rs 10k cr bond issue,positive
"[TGT] futures up 0.80 per cent on export, spot demand",positive
When [TGT] turned bullish on bringing back trust to markets!,positive
[TGT] Q1 net profit jumps 26% at Rs 64.55 crore,positive
Why you should buy [TGT] at lows despite weak earnings,positive
[TGT] surges 12% as HP drug controller revokes drug suspension,positive
World's biggest airport operator [TGT] jumps 20.7% in market debut,positive
[TGT] Q3 up 44.48 per cent to Rs 308.61 crore,positive
"[TGT] futures up 0.55 pc on overseas cues, spot demand",positive
100 days of Vishal Sikka: [TGT] up at 16.12 per cent,positive
155 stocks hit 52-week high as [TGT] set new lifetime peaks,positive
"22,214 is new closing high for [TGT]: Top bets from experts",positive
[TGT] net profit surges 60% to Rs 2.76 crore,positive
[TGT] Q1 Net up 68 pc at Rs 18.93 crore,positive
"[TGT] spike as Cabinet okays Rs 50,000-cr Krishi Sinchai Yojana",positive
[TGT] Q4 net profit up 20% at Rs 84.31 crore,positive
[TGT] Q2 net profit up by over 20 per cent,positive
"[TGT], CMC gain as Sadananda Gowda presents Rail Budget 2014",positive
"Alstom India, [TGT] gain as Sadananda Gowda presents Rail Budget 2014",positive
[TGT] Q1 net up 8% to Rs 106 crore,positive
"Attractive opportunities in [TGT]:  Arindam Ghosh, Blackridge Capital Advisors",positive
"Attractive opportunities in midcap space:  Arindam Ghosh, [TGT]",neutral
[TGT] is heading to levels closer to 1595: Prakash Gaba,positive
[TGT] Q1 PAT seen 2.4% up at Rs 735 crore,positive
[TGT] available with decent valuation of about 15-16 times: Hemang Jani,positive
[TGT] Q4 Net up 26.34 pc at Rs 55.34 crore,positive
[TGT] hits 52-week high on tower deal with Reliance Jio,positive
Bharti Infratel hits 52-week high on tower deal with [TGT],neutral
[TGT] rallies on strong order book; rises 10% in two days,positive
"[TGT] surges 14% as asset sale fetches Rs 3,000 crore",positive
[TGT] looks good over medium to long term: Ashit Suri,positive
"[TGT] signs $61 mn deal with United Drug, stock up 16%",positive
"Bilcare signs $61 mn deal with [TGT], stock up 16%",neutral
"[TGT]: Low costs, rise in other income help post better profit",positive
BofA Merrill Lynch bullish on [TGT] as oil price steadies,positive
[TGT] bullish on energy sector as oil price steadies,neutral
Brokers say 'buy' even as [TGT] slips post Q1 results,positive
"Bulls on the rampage, tailwinds take [TGT], pharma to fresh highs",positive
"Bulls on the rampage, tailwinds take FMCG, [TGT] to fresh highs",positive
Buy [TGT] with a target of Rs 950: Mitesh Thacker,positive
Buy [TGT] with a target of Rs 834: Sandeep Wagle,positive
BUY' [TGT] with a target of Rs 365 :Ashwani Gujral,positive
Buying opportunities may emerge in [TGT]: Macquarie,positive
Buying opportunities may emerge in Asian oil and gas space: [TGT],neutral
Calculus: New management's focus on earnings bodes well for [TGT],positive
Can expect [TGT] to scale up further : Rajat Bose,positive
"[TGT] is a great company: Avinash Gorakshekar, Anagram Capital Ltd",positive
"Career Point is a great company: Avinash Gorakshekar, [TGT]",neutral
[TGT] has good scope for appreciation in long-term: Amisha Vora,positive
[TGT] raises Rs 500 crore through bond offer,positive
CERC order a new lease of life for [TGT]: CLSA,positive
"CERC order likely to boost [TGT] credit quality, says Moodys",positive
"[TGT] order likely to boost Tata Powers credit quality, says Moodys",neutral
"CERC order likely to boost Tata Powers credit quality, says [TGT]",neutral
Charting Technicals: Investors can expect a multi-year bull run in [TGT],positive
Choppiness to reduce after [TGT] goes past 8700 levels: Mitesh Thacker,positive
[TGT] gains 2% on strong response to share sale,positive
[TGT] Q4 Net rises 1% to Rs 83.34 crore,positive
[TGT] FY13 net jumps 52 pc jump to Rs 230 crore,positive
[TGT]'s fourth-quarter profit rises 45.8 per cent to Rs 89.43 crore,positive
"[TGT] in for some good times: Deepak Shenoy, Capital Mind",positive
"Coffee stocks in for some good times: Deepak Shenoy, [TGT]",neutral
[TGT] Q1 revenue rises 20% to $2.42 billion; signals bullish outlook,positive
[TGT] turnover to cross Rs 112 lakh crore in 2010-11 fiscal,positive
[TGT] Q1 net up 4 folds to Rs 18.42 crore,positive
[TGT] Q1 net up 13.33 per cent at Rs 210.81 cr,positive
Dalal Street flummoxed as [TGT] shares defy gravity,positive
[TGT] up over 2%; hits record high on land sale,positive
"[TGT] look more attractive in the short term, say experts",positive
"Demand pick-up, stable prices help [TGT] post Rs 42 crore net",positive
[TGT] a unique player in MSME segment: Avinnash Gorakssakar,positive
[TGT] Q3 net profit up 82% at Rs 21.27 crore,positive
[TGT] Q3 net up 45.07 pc to Rs 98.42 cr,positive
"[TGT] sits tight near six-month high ahead of Fed meeting, data",positive
[TGT] could be very good long term investments: Deepak Mohoni,positive
[TGT] Q1 net jumps over three fold to Rs 114 crore,positive
[TGT] a good bet in falling interest rate scenario,positive
[TGT] Q4 profit up 35 per cent at Rs 36.44 crore,positive
[TGT] shares surge over 6% as board to mull interim dividend,positive
[TGT] Dec qtr net up 2.34% to Rs 15.73 cr,positive
[TGT] Q4 net up 2.73 pc to Rs 17.27 cr,positive
[TGT] PAT up 46.65 per cent to Rs 2.56 crore,positive
[TGT] Q4 net up 32.54 pc to Rs 165.57 cr,positive
European operations puts [TGT] overseas order book on fast track,positive
[TGT] net profit up near 49% at Rs 67.63 crore,positive
Extremely positive on [TGT]; stock may see rerating:  Mayuresh Joshi,positive
[TGT] Q1 net profit rises 30% to Rs 190.35 crore,positive
[TGT] rallies over 8% on signing technology contract with MCX,positive
Financial Technologies rallies over 8% on signing technology contract with [TGT],neutral
FIPB allows [TGT] hike FII limit to 74%; stock rallies,positive
[TGT] may appreciate between 40-80% in next nine months: Mehraboon Irani,positive
French company [TGT] picks up 25% stake in Jayant Agro's arm,positive
[TGT] raises Rs 500 cr via private placement of NCDs,positive
[TGT] jump on report RasGas may modify SPA with Petronet,positive
Gas stocks jump on report [TGT] may modify SPA with Petronet,neutral
Gas stocks jump on report RasGas may modify SPA with [TGT],neutral
"[TGT] extends winning streak, up 14% in 5 sessions; more upside?",positive
[TGT] Q1 profit almost doubles to Rs 16.48 crore,positive
[TGT] 2010 net profit up 10.37 pc to Rs 560.57 cr,positive
"Government bond market doesnt need fixing, says Raghuram Rajan, governor, [TGT]",neutral
Greek crisis: Tech analysts predict a rebound; [TGT] could bounce 3-4%,positive
"Green shoots of economic recovery visible; [TGT] seen at 8,000 levels",positive
"[TGT] raises Rs 3,000cr through bond markets to meet capex need",positive
"Have a buy rating on [TGT]: Pankaj Pandey, ICICI Direct",positive
"Have a buy rating on HCL Tech: Pankaj Pandey, [TGT]",neutral
[TGT] Q2 Net up 1 per cent to Rs 113 crore,positive
[TGT] rallies 5% on completion of first tunnel for Kishanganga project,positive
[TGT]: Shares up after report it will split in two,positive
"[TGT]'s Q2 revenue rises 5.6%, helped by growth in Europe, US",positive
Hike in [TGT] and diesel to reduce subsidy bill: UR Bhat,positive
Hike in LPG and [TGT] to reduce subsidy bill: UR Bhat,positive
"[TGT] eyes better margin, Rs 273-cr net profit in FY'14",positive
"[TGT] on path of revival; EIH, Indian Hotels top bets",positive
"Hotel industry on path of revival; [TGT], Indian Hotels top bets",positive
"Hotel industry on path of revival; EIH, [TGT] top bets",positive
[TGT] stocks rise above 5 per cent,positive
[TGT] gain as much as 9.3% on RBI move,positive
[TGT] Q3 net profit up nearly 7-fold at Rs 211.03 cr,positive
[TGT] gains over 1% after board approves 1:5 stock split,positive
[TGT] raises $300mn via overseas bond sale at 5.06% coupon,positive
[TGT] sees potential of 30-40% upside in 6-9 months: Devang Mehta,positive
[TGT] raises Rs 300 crore more from global rupee bond sale,positive
[TGT] Q1 net rises 7.5 per cent to Rs 102 crore,positive
[TGT] plans to export fertilizers due to drop in domestic demand,positive
[TGT] surges on reports SC declines PNGRB permit to hold enquiry,positive
[TGT]: More room to grow as occupancy shows signs of improvement,positive
[TGT]'s Q4 net up over 28 pc at Rs 24.48 cr,positive
[TGT] Q4 net up 21% at Rs 367.59 crore,positive
"[TGT] top bet in textile sector: Vinay Khattar, Edelweiss Financial",positive
"Indo Count top bet in textile sector: Vinay Khattar, [TGT]",neutral
"Indonesia's richest get $9 billion hit on commodity, currency doldrums: [TGT]",neutral
"[TGT] consolidated Q2 net profit at Rs 3,398 crore, above estimates",positive
[TGT] PAT rises 12% to Rs 69.4 crore in October-December,positive
[TGT]: Investors should use the correction to buy the stock,positive
[TGT] a good buy from a long-term perspective: Sudip Bandyopadhyay,positive
[TGT] rally up to 7% as government clears Insurance Bill,positive
[TGT] could rise 30 per cent over next two years: Report,positive
[TGT] raises $100 million in maiden onshore Maharaja Bonds,positive
Investors can use intraday dips to buy into [TGT]: Mitesh Thacker,positive
[TGT] rallies over 8% on assets sale plan to pare debt,positive
"[TGT] a good buy at current levels: Pankaj Pandey, ICICIdirect.com",positive
"J&K Bank a good buy at current levels: Pankaj Pandey, [TGT]",neutral
"[TGT] flies nearly 20% post Etihad deal, hits 52-week high",positive
"Jet Airways flies nearly 20% post [TGT] deal, hits 52-week high",neutral
Jewellery major [TGT] clocks 64.2% jump in PAT in FY12,positive
[TGT] is a very very unique project of the country',positive
[TGT] surges as Delhi HC stops auction of two coal blocks,positive
[TGT] Q4 net profit up 29.88% at Rs 793.63 crore,positive
[TGT] looks interesting over a two-three year timeframe: IDBI Capital,positive
Jyothy Labs looks interesting over a two-three year timeframe: [TGT],neutral
[TGT] promoters plan to hike stake to avoid take over,positive
[TGT] rallies over 8% as Q1 net profit jumps 19.77%,positive
[TGT] Q2 profit surges 57% to Rs 142 crore,positive
[TGT] Q3 net up marginally to Rs 113.88 Cr,positive
[TGT] promoters infuse Rs 200 cr to raise stake to 49%,positive
[TGT] Q1 profit jumps 35% to Rs 52.89 crore,positive
[TGT] surges nearly 60% in four sessions on robust results,positive
KKR buys 9% in IPO-bound [TGT] for Rs 217 cr,positive
[TGT] buys 9% in IPO-bound Avantha Power for Rs 217 cr,neutral
Kolkata IT expert Bikram Dasgupta appointed [TGT] advisor to Bangladesh,neutral
[TGT] rallies as lenders approve higher cost for 4 projects,positive
"Large move is on way for [TGT]: CK Narayan, Sharyans Resources",positive
"Large move is on way for RIL: CK Narayan, [TGT]",neutral
[TGT] Q3 profit up 38% at Rs 326.59 crore,positive
"Local investors should buy equities; [TGT], auto favourable spaces: Deven Choksey",positive
"Local investors should buy equities; infra, [TGT] favourable spaces: Deven Choksey",positive
"Look at [TGT] from 12-15 months perspective: Pankaj Pandey, ICICIdirect.com",positive
"Look at PSU banks from 12-15 months perspective: Pankaj Pandey, [TGT]",neutral
[TGT] to raise up to Rs 100 crore via securities,positive
[TGT] sees 8% to 10% upside in this quarter: Apurva Shah,positive
Media report on DVR led [TGT] to surge: Jagdish Malkani,positive
Media report on [TGT] led Tata Motors to surge: Jagdish Malkani,neutral
"Midcaps important part of our portfolio: Kunj Bansal, [TGT]",neutral
[TGT] Q4 net up 87 pc at Rs 9.7 cr,positive
[TGT] surges nearly 13% on likely stake sale by promoters,positive
Moody's gives fifth reason for [TGT] to cheer; record highs seen,positive
[TGT]'s gives fifth reason for markets to cheer; record highs seen,neutral
[TGT] well placed for a next probable upmove: Aditya Birla Money,positive
MTNL well placed for a next probable upmove: [TGT],neutral
"[TGT] create history in August, invest more money than FIIs",positive
[TGT]' exposure to IT stocks hit 5-month high in July,positive
[TGT] shares jump 15% on Dilip Shanghvi stake buy reports,positive
"[TGT] space looks attractive, but valuations are fairly stretched: Anand Tandon",positive
[TGT] recovers after slipping 5%; Global CEO says Maggi safe,positive
"Next 3 years will be transformational for [TGT], says Mukesh Ambani",positive
[TGT] share sale subscribed 1.55 times; govt gets Rs 101 cr,positive
"[TGT] to go beyond 6800, may even reach 7000: Ambareesh Baliga",positive
